speaker_id	file_name	gender	sentence	environment	duration
1	thai0020.wav	female	ถ้ามุงด้วยกระเบื้องใช้กระเบื้องครอบเป็นส่วนปิด	clean	7.6
1	thai0021.wav	female	ใช้เป็นทั้งผ้านุ่งผ้าเช็ดตัวผ้าเคนพุงและผ้าพาดไหล่	clean	8.86
1	thai0022.wav	female	เลเซอร์ทำขึ้นจากของแข็งก๊าซของเหลวและสารกึ่งตัวนำ	clean	5.22
1	thai0023.wav	female	จากการทดลองพบว่าโครงสร้างของสารตัวนํายิ่งยวดที่เตรียมได้อยู่ในระบบ	clean	6.04
1	thai0024.wav	female	มี Doctor อุดมวโรตม์ศิครินทร์และดรนิตยากาญจนวรรณเป็นประธานโครงการ	clean	7.2
1	thai0025.wav	female	จากรูปที่ 1 จะเห็นว่าประกอบด้วยบล็อกต่างๆ 11 Block คือ	clean	6.23
1	thai0026.wav	female	เพื่อเป็นการทบทวนความเข้าใจของทุกฝ่ายที่เกี่ยวข้องทั้งภาครัฐบาลและเอกชนว่าศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติมีความเป็นมาอย่างไร	clean	5.26
1	thai0027.wav	female	และสามารถเลือกพิมพ์กราฟที่ต้องการออกทางเครื่องพิมพ์ได้	clean	6.22
1	thai0028.wav	female	เครื่องรับวิทยุสื่อสารคมนาคมผ่าน usf นับวันจะมีบทบาทมากขึ้น	clean	5.33
1	thai0029.wav	female	นอกจากบทเรียนทั้งภาคทฤษฎีและภาคปฏิบัติที่กล่าวในข้อ 3.1 และ 3.2 แล้ว	clean	6.34
1	thai0030.wav	female	ส่วนหนึ่งเพราะเกรงว่าจะประสบปัญหาขาดแคลนบุคลากรที่มีความรู้ความสามารถ	clean	5.38
1	thai0031.wav	female	และเก็บบันทึกเสียงพูดลงในแผ่นวงจรหน่วยความจำ	clean	6.34
1	thai0032.wav	female	ฉะนั้นหนอนกอก็เป็นแมลงศัตรูข้าวชนิดหนึ่งที่ทำให้ผลิตผลข้าวลดต่ำลง	clean	8.17
1	thai0033.wav	female	สัตว์ปีกที่มีการเลี้ยงกันในแง่การค้าคือ	clean	5.23
1	thai0034.wav	female	ประกอบด้วยจันทันกันสาดแปลกลอน	clean	8.96
1	thai0035.wav	female	ซึ่งใช้ส่วนต่างๆของร่างกายหรือเมล็ดพืชที่เป็นที่รู้จักคุ้นเคยมาเป็นตัวเทียบขนาด	clean	5.08
1	thai0036.wav	female	กระบวนการผลิตแผ่นวงจรพิมพ์แบบ 2 หน้า To Home ประกอบด้วยขั้นตอนการชุบเคลือบดังแผนภาพแสดงภาพตัดขวางของรูเจาะ	clean	5.33
1	thai0037.wav	female	เพื่อใช้ถ่ายทอดข้อมูลดิจิตอลหรือสัญญาณเสียงซึ่งอยู่ในรูปของสัญญาณ pcm	clean	7.46
1	thai0038.wav	female	เพื่อแปลงให้เป็นข้อความสำหรับนำไปใช้ในระบบ	clean	6.91
1	thai0039.wav	female	โดยไม่ต้องการให้ผู้ใช้ต้องเสียค่าใช้จ่ายในการจัดซื้อฮาร์ดแวร์เพิ่มเติมแต่อย่างใด	clean	5.4
1	thai0040.wav	female	จำพวกสัตว์น้ำเช่นปลาช่อนดีหางเกล็ดปลาไหลหางหัวปลาหมึกกระดองหรือลิ้นทะเลปูม้าก้ามกระดองและอื่นๆ	clean	6.44
1	thai0041.wav	female	เมื่อเปรียบเทียบกับอัตราถ่ายทอดข้อมูลของเครื่องคอมพิวเตอร์	clean	5.83
1	thai0042.wav	female	พระราชทานให้ใช้เป็นหลักวิชาการและเทคนิคในการปฏิบัติการฝนหลวงในพุทธศักราช 2516 เป็นต้นมาจนตราบเท่าทุกวันนี้	clean	9.19
1	thai0043.wav	female	ถ้ามุงด้วยกระเบื้องใช้กระเบื้องครอบเป็นส่วนปิด	clean	13.53
1	thai0044.wav	female	ใช้เป็นทั้งผ้านุ่งผ้าเช็ดตัวผ้าเคนพุงและผ้าพาดไหล่	clean	5.11
1	thai0045.wav	female	เลเซอร์ทำขึ้นจากของแข็งก๊าซของเหลวและสารกึ่งตัวนำ	clean	5.51
1	thai0046.wav	female	จากการทดลองพบว่าโครงสร้างของสารตัวนำยิ่งยวดที่เตรียมได้อยู่ในระบบ	clean	5.22
1	thai0047.wav	female	มี Doctor อุดมวโรตม์ศิครินทร์และดรนิตยากาญจนวรรณเป็นประธานโครงการ	clean	5.74
1	thai0048.wav	female	จากรูปที่ 1 จะเห็นว่าประกอบด้วยบล็อกต่างๆ 11 Block คือ	clean	5.33
1	thai0049.wav	female	เพื่อเป็นการทบทวนความเข้าใจของทุกฝ่ายที่เกี่ยวข้องทั้งภาครัฐบาลและเอกชนว่าศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติมีความเป็นมาอย่างไร	clean	7.24
1	thai0050.wav	female	และสามารถเลือกพิมพ์กราฟที่ต้องการออกทางเครื่องพิมพ์ได้	clean	11.26
1	thai0051.wav	female	เครื่องรับวิทยุสื่อสารคมนาคมผ่าน uhf นับวันจะมีบทบาทมากขึ้น	clean	9.25
1	thai0052.wav	female	นอกจากบทเรียนทั้งภาคทฤษฎีและภาคปฏิบัติที่กล่าวในข้อ 3.1 และ 3.2 แล้ว	clean	5.4
1	thai0053.wav	female	ส่วนหนึ่งเพราะเกรงว่าจะประสบปัญหาขาดแคลนบุคลากรที่มีความรู้ความสามารถ	clean	7.66
1	thai0054.wav	female	และเก็บบันทึกเสียงพูดลงในแผ่นวงจรหน่วยความจำ	clean	8.35
1	thai0055.wav	female	ฉะนั้นหนอนกอก็เป็นแมลงศัตรูข้าวชนิดหนึ่งที่ทำให้ผลิตผลข้าวลดต่ำลง	clean	5.76
1	thai0056.wav	female	สัตว์ปีกที่มีการเลี้ยงกันในแง่การค้าคือ	clean	5.51
1	thai0057.wav	female	ประกอบด้วยจันทันกันสาดแปลกลอน	clean	5.65
1	thai0058.wav	female	ซึ่งใช้ส่วนต่างๆของร่างกายหรือเมล็ดพืชที่เป็นที่รู้จักคุ้นเคยมาเป็นตัวเทียบขนาด	clean	5.86
1	thai0059.wav	female	กระบวนการผลิตแผ่นวงจรพิมพ์แบบ 2 หน้า To Home ประกอบด้วยขั้นตอนการชุบเคลือบดังแผนภาพแสดงภาพตัดขวางของรูเจาะ	clean	6.3
1	thai0060.wav	female	เพื่อใช้ถ่ายทอดข้อมูลดิจิตอลหรือสัญญาณเสียงซึ่งอยู่ในรูปของสัญญาณ pcm	clean	6.73
1	thai0061.wav	female	เพื่อแปลงให้เป็นข้อความสำหรับนำไปใช้ในระบบ	clean	15.74
1	thai0062.wav	female	โดยไม่ต้องการให้ผู้ชายต้องเสียค่าใช้จ่ายในการจัดซื้อฮาร์ดแวร์เพิ่มเติมแต่อย่างใด	clean	5.51
1	thai0063.wav	female	จำพวกสัตว์น้ำเช่นปลาช่อนดีหางเกล็ดปลาไหลหางหัวปลาหมึกกระดองหรือลิ้นทะเลปูม้ากล้ามกระดองและอื่นๆ	clean	6.12
1	thai0064.wav	female	เมื่อเปรียบเทียบกับอัตราถ่ายทอดข้อมูลของเครื่องคอมพิวเตอร์	clean	6.5
1	thai0065.wav	female	พระราชทานให้ใช้เป็นหลักวิชาการและเทคนิคในการปฏิบัติการฝนหลวงในพุทธศักราช 2516 เป็นต้นมาจนตราบเท่าทุกวันนี้	clean	5.33
1	thai0066.wav	female	ถ้ามุงด้วยกระเบื้องใช้กระเบื้องครอบเป็นส่วนปิด	clean	6.18
1	thai0067.wav	female	ใช้เป็นทั้งผ้านุ่งผ้าเช็ดตัวผ้าเคนพุงและผ้าพาดไหล่	clean	5.8
1	thai0068.wav	female	เลเซอร์ทำขึ้นจากของแข็งก๊าซของเหลวและสารกึ่งตัวนำ	clean	5.8
1	thai0069.wav	female	จากการทดลองพบว่าโครงสร้างของสารตัวนำยิ่งยวดที่เตรียมได้อยู่ในระบบ	clean	6.17
1	thai0070.wav	female	มี Doctor อุดมวโรตม์ศิครินทร์และดรนิตยากาญจนวรรณเป็นประธานโครงการ	clean	5.76
1	thai0071.wav	female	จากรูปที่ 1 จะเห็นว่าประกอบด้วยบล็อกต่างๆ 11 Block คือ	clean	12.81
1	thai0072.wav	female	เพื่อเป็นการทบทวนความเข้าใจของทุกฝ่ายที่เกี่ยวข้องทั้งภาครัฐบาลและเอกชนว่าศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติมีความเป็นมาอย่างไร	clean	6.88
1	thai0073.wav	female	และสามารถเลือกพิมพ์กราฟที่ต้องการออกทางเครื่องพิมพ์ได้	clean	5.66
1	thai0074.wav	female	เครื่องรับวิทยุสื่อสารคมนาคมผ่าน usf นับวันจะมีบทบาทมากขึ้น	clean	10.46
1	thai0075.wav	female	นอกจากบทเรียนทั้งภาคทฤษฎีและภาคปฏิบัติที่กล่าวในข้อ 3.1 และ 3.2 แล้ว	clean	6.53
1	thai0076.wav	female	ส่วนหนึ่งเพราะเกรงว่าจะประสบปัญหาขาดแคลนบุคลากรที่มีความรู้ความสามารถ	clean	7.31
1	thai0077.wav	female	และเก็บบันทึกเสียงพูดลงในแผ่นวงจรหน่วยความจำ	clean	7.02
1	thai0078.wav	female	ฉะนั้นหนอนกอก็เป็นแมลงศัตรูข้าวชนิดหนึ่งที่ทำให้ผลิตผลข้าวลดต่ำลง	clean	5.62
1	thai0079.wav	female	สัตว์ปีกที่มีการเลี้ยงกันในแง่การค้าคือ	clean	7.02
1	thai0080.wav	female	ประกอบด้วยจันทันกันสาดแปลกลอน	clean	5.51
1	thai0081.wav	female	ซึ่งใช้ส่วนต่างๆของร่างกายหรือเมล็ดพืชที่เป็นที่รู้จักคุ้นเคยมาเป็นตัวเทียบขนาด	clean	5.11
1	thai0082.wav	female	กระบวนการผลิตแผ่นวงจรพิมพ์แบบ 2 หน้าทูโฮมประกอบด้วยขั้นตอนการชุบเคลือบดังแผนภาพแสดงภาพตัดขวางของรูเจาะ	clean	7.34
1	thai0083.wav	female	เพื่อใช้ถ่ายทอดข้อมูลดิจิตอลหรือสัญญาณเสียงซึ่งอยู่ในรูปของสัญญาณ pcm	clean	8.54
1	thai0084.wav	female	เพื่อแปลงให้เป็นข้อความสำหรับนำไปใช้ในระบบ	clean	11.08
1	thai0085.wav	female	โดยไม่ต้องการให้ผู้ใช้ต้องเสียค่าใช้จ่ายในการจัดซื้อฮาร์ดแวร์เพิ่มเติมแต่อย่างใด	clean	5.31
1	thai0086.wav	female	จำพวกสัตว์น้ำเช่นปลาช่อนดีหางเกล็ดปลาไหลหางหัวปลาหมึกกระดองหรือลิ้นทะเลปูม้าก้ามกระดองและอื่นๆ	clean	8.03
1	thai0087.wav	female	เมื่อเปรียบเทียบกับอัตราถ่ายทอดข้อมูลของเครื่องคอมพิวเตอร์	clean	10.09
1	thai0088.wav	female	พระราชทานให้ใช้เป็นหลักวิชาการและเทคนิคในการปฏิบัติการฝนหลวงในพุทธศักราช 2516 เป็นต้นมาจนตราบเท่าทุกวันนี้	clean	5.54
1	thai0089.wav	female	ถ้ามุงด้วยกระเบื้องใช้กระเบื้องครอบเป็นส่วนปิด	clean	5.76
1	thai0090.wav	female	ใช้เป็นทั้งผ้านุ่งผ้าเช็ดตัวผ้าเคนพุงและผ้าพาดไหล่	clean	6.32
1	thai0091.wav	female	เลเซอร์ทำขึ้นจากของแข็งก๊าซของเหลวและสารกึ่งตัวนำ	clean	5.88
1	thai0092.wav	female	จากการทดลองพบว่าโครงสร้างของสารตัวนำยิ่งยวดที่เตรียมได้อยู่ในระบบ	clean	7.02
2	thai0093.wav	female	แต่สิ้นเปลืองค่าใช้จ่ายกับกระดาษกราฟโดยไม่จำเป็น	clean	6.23
2	thai0094.wav	female	นอกจากนี้โครงสร้างของดีมอสยังเป็นโครงสร้างพื้นฐานของมอสเฟตกำลังทั่วๆไป	clean	9.26
2	thai0095.wav	female	ด้วยวิธีการเดียวกันก็จะสามารถเก็บข้อมูลภาพอักษรทีละตัวเรียงกันไว้	clean	6.0
2	thai0096.wav	female	และมีการออกแบบและผลิตให้เซลล์มีโครงสร้างต่ออนุกรมกันในแนวราบ 36 ตัว	clean	6.48
2	thai0097.wav	female	วงจรสังเคราะห์ความถี่ที่มีในภาคผสมสัญญาณเป็นวงจรที่ทำหน้าที่สังเคราะห์ความถี่คลื่นพา	clean	11.74
2	thai0098.wav	female	และมีการจัดอบรมให้ผู้เกี่ยวข้องทุกระดับทำความเข้าใจในระบบที่ได้พัฒนาขึ้น	clean	5.33
2	thai0099.wav	female	และออกบิณฑบาตพรึบภาพไปด้วย	clean	6.41
2	thai0100.wav	female	จึงสะดวกแก่การไถด้วยรถแทรกเตอร์ขนาดใหญ่	clean	5.76
2	thai0101.wav	female	เพราะผู้ที่เรียนไปแล้วถ้าไม่รู้จักนำเอาความรู้นั้นไปพิจารณาหรือคิดทำอะไรต่างๆให้งอกเงยขึ้นมา	clean	5.83
2	thai0102.wav	female	มรรคมีอาการมึนงงสับสนเลอะเลือนพูดเพ้อ	clean	5.21
2	thai0103.wav	female	แต่การแสดงผลจะขึ้นอยู่กับการออกแบบอุปกรณ์ต่างๆที่ใช้กับเครื่องพิมพ์นี้	clean	5.83
2	thai0104.wav	female	ส่วนการจัดลำดับก่อนหลังในการบันทึกแถบหรือจานแม่เหล็กนั้นควบคุมด้วยคอมพิวเตอร์	clean	6.66
2	thai0105.wav	female	ซึ่งเราเรียกเขื่อนลักษณะนี้ว่าเขื่อนอเนกประสงค์	clean	5.51
2	thai0106.wav	female	ยังไม่ได้ผสมปรุงหรือแปรสภาพ	clean	18.73
2	thai0107.wav	female	ที่แสดงให้เห็นข้างล่างนี้จะแสดงเพียงเส้นลวดตัวนำที่เป็นลวดทองแดงที่มีขนาดต่างกันคือเส้นผ่าศูนย์กลาง 1.3 มิลลิเมตรและ 0.65 มิลลิเมตรเท่านั้น	clean	6.95
2	thai0108.wav	female	5 คู่มือการใช้ฝึกสอนและพัฒนา	clean	5.02
2	thai0109.wav	female	จากนั้นจึงจะผ่านเข้าวงจร demondrug	clean	6.38
2	thai0110.wav	female	ดังนั้นจะได้สมการ transfer function ขณะเปิดรูปดังนี้	clean	6.62
2	thai0111.wav	female	มีประชาชนนับถือกว่า 1,000 ล้านคน	clean	7.02
2	thai0112.wav	female	แต่อีกใจหนึ่งนั้นเขาก็ยังรู้สึกต้องการที่พึ่งพิง	clean	5.08
2	thai0113.wav	female	คือใช้กรงล้อที่มีตัวอักษร	clean	5.44
2	thai0114.wav	female	และพบว่าโคนมลูกผสมขาวดำโคนสไตล์ฟรีเชี่ยนกับคนพื้นเมืองเป็นโคนมลูกผสมที่ให้นมดีที่สุด	clean	5.54
2	thai0115.wav	female	โดยเจาะแผ่นคือเป็นรูกว้างกว่าหัวเทียนพอสวมเข้าได้	clean	9.6
2	thai0116.wav	female	แต่จะสวมอยู่ถึงอายุ 6 หรือ 7 ขวบเท่านั้น	clean	5.65
2	thai0117.wav	female	ดรกฤษณพงศ์กีรติกร	clean	5.36
2	thai0118.wav	female	นอกจากนี้โครงสร้างของดีมอสยังเป็นโครงสร้างพื้นฐานของมอสเฟตกำลังทั่วๆไป	clean	6.38
2	thai0119.wav	female	ด้วยวิธีการเดียวกันก็จะสามารถเก็บข้อมูลภาพอักษรทีละตัวเรียงกันไว้	clean	5.15
2	thai0120.wav	female	และมีการออกแบบและผลิตให้เซลล์มีโครงสร้างต่ออนุกรมกันในแนวราบ 36 ตัว	clean	8.1
2	thai0121.wav	female	วงจรสังเคราะห์ความถี่ที่มีในภาคผสมสัญญาณเป็นวงจรที่ทำหน้าที่สังเคราะห์ความถี่คลื่นพา	clean	10.08
2	thai0122.wav	female	และมีการจัดอบรมให้ผู้เกี่ยวข้องทุกระดับทำความเข้าใจในระบบที่ได้พัฒนาขึ้น	clean	14.04
2	thai0123.wav	female	เพราะผู้ที่เรียนไปแล้วถ้าไม่รู้จักนำเอาความรู้นั้นไปพิจารณาหรือคิดทำอะไรต่างๆให้งอกเงยขึ้นมา	clean	5.69
2	thai0124.wav	female	มรรคมีอาการงุนงงสับสนเลอะเลือนพูดเพ้อ	clean	10.94
2	thai0125.wav	female	แต่การแสดงผลจะขึ้นอยู่กับการออกแบบอุปกรณ์ต่างๆที่ใช้กับเครื่องพิมพ์นี้	clean	6.05
2	thai0126.wav	female	ส่วนการจัดลำดับก่อนหลังในการบันทึกแถบหรือจานแม่เหล็กนั้นควบคุมด้วยคอมพิวเตอร์	clean	5.26
2	thai0127.wav	female	ซึ่งเราเรียกเขื่อนลักษณะนี้ว่าเขื่อนอเนกประสงค์	clean	6.77
2	thai0128.wav	female	ที่แสดงให้เห็นข้างล่างนี้จะแสดงเพียงเส้นลวดตัวนำที่เป็นลวดทองแดงที่มีขนาดต่างกันคือเส้นผ่าศูนย์กลาง 1.3 มิลลิเมตรและ 0.65 มิลลิเมตรเท่านั้น	clean	7.11
2	thai0129.wav	female	5 คู่มือการใช้ฝึกสอนและพัฒนา	clean	6.3
2	thai0130.wav	female	จากนั้นจึงจะผ่านเข้าวงจร D modulate แบบซิงโครนัส	clean	8.28
2	thai0131.wav	female	ดังนั้นจะได้สมการ transfer function ขณะเปิดรูปดังนี้	clean	5.22
2	thai0132.wav	female	มีประชาชนนับถือกว่า 1 พันล้านคน	clean	5.69
2	thai0133.wav	female	แต่อีกใจหนึ่งนั้นเขาก็ยังรู้สึกต้องการที่พึ่งพิง	clean	5.04
2	thai0134.wav	female	และพบว่าโคนมลูกผสมขาวดำโคนสไตล์ฟรีเชี่ยนกับโคพื้นเมืองเป็นโคนมลูกผสมที่ให้นมดีที่สุด	clean	9.31
2	thai0135.wav	female	โดยเจาะแผ่นขื่อเป็นรูกว้างกว่าหัวเทียนพอสวมเข้าได้	clean	6.99
2	thai0136.wav	female	แต่จะสวมอยู่ถึงอายุ 6 หรือ 7 ขวบเท่านั้น	clean	5.0
2	thai0137.wav	female	ดรกฤษณพงศ์กีรติกร	clean	5.78
2	thai0138.wav	female	แต่สิ้นเปลืองค่าใช้จ่ายกับกระดาษกราฟโดยไม่จำเป็น	clean	5.54
2	thai0139.wav	female	นอกจากนี้โครงสร้างของ demos ยังเป็นโครงสร้างพื้นฐานของมอสเฟตกำลังทั่วๆไป	clean	6.31
2	thai0140.wav	female	ด้วยวิธีการเดียวกันก็จะสามารถเก็บข้อมูลภาพอักษรทีละตัวเรียงกันไว้	clean	5.83
2	thai0141.wav	female	และมีการออกแบบและผลิตให้เซลล์มีโครงสร้างต่ออนุกรมกันในแนวราบ 36 ตัว	clean	7.09
2	thai0142.wav	female	วงจรสังเคราะห์ความถี่ที่มีในภาคผสมสัญญาณเป็นวงจรที่ทำหน้าที่สังเคราะห์ความถี่คลื่นพา	clean	6.86
2	thai0143.wav	female	และมีการจัดอบรมให้ผู้เกี่ยวข้องทุกระดับทำความเข้าใจในระบบที่ได้พัฒนาขึ้น	clean	5.86
2	thai0144.wav	female	และออกบิณฑบาตพรึบภาพไปด้วย	clean	5.26
2	thai0145.wav	female	จึงสะดวกแก่การไถด้วยรถแทรกเตอร์ขนาดใหญ่	clean	5.47
2	thai0146.wav	female	เพราะผู้ที่เรียนไปแล้วถ้าไม่รู้จักนำเอาความรู้นั้นไปพิจารณาหรือคิดทำอะไรต่างๆให้งอกเงยขึ้นมา	clean	6.14
2	thai0147.wav	female	มรรคมีอาการมึนงงสับสนเลอะเลือนพูดเพ้อ	clean	5.3
2	thai0148.wav	female	แต่การแสดงผลจะขึ้นอยู่กับการออกแบบอุปกรณ์ต่างๆที่ใช้กับเครื่องพิมพ์นี้	clean	7.74
2	thai0149.wav	female	ส่วนการจัดลำดับก่อนหลังในการบันทึกแถบหรือจานแม่เหล็กนั้นควบคุมด้วยคอมพิวเตอร์	clean	5.73
2	thai0150.wav	female	ซึ่งเราเรียกเขื่อนลักษณะนี้ว่าเขื่อนอเนกประสงค์	clean	6.91
2	thai0151.wav	female	ยังไม่ได้ผสมปรุงหรือแปรสภาพ	clean	5.22
2	thai0152.wav	female	ที่แสดงให้เห็นข้างล่างนี้จะแสดงเพียงเส้นลวดตัวนำที่เป็นลวดทองแดงที่มีขนาดต่างกันคือเส้นผ่าศูนย์กลาง 1.3 มิลลิเมตรและ 0.65 มิลลิเมตรเท่านั้น	clean	9.76
2	thai0153.wav	female	5 คู่มือการใช้ฝึกสอนและพัฒนา	clean	6.94
2	thai0154.wav	female	จากนั้นจึงจะผ่านเข้าวงจร demodulator แบบซิงโครนัส	clean	8.99
2	thai0155.wav	female	ดังนั้นจะได้สมการ transfer function ขณะเปิดรูปดังนี้	clean	5.98
2	thai0156.wav	female	มีประชาชนนับถือกว่า 1,000 ล้านคน	clean	5.76
2	thai0157.wav	female	แต่อีกใจหนึ่งนั้นเขาก็ยังรู้สึกต้องการที่พึ่งพิง	clean	5.58
2	thai0158.wav	female	คือใช้กรงล้อที่มีตัวอักษร	clean	5.02
2	thai0159.wav	female	และพบว่าโคนมลูกผสมขาวดำโคนสไตล์ฟรีเชี่ยนกับคนพื้นเมืองเป็นโคนมลูกผสมที่ให้นมดีที่สุด	clean	5.54
2	thai0160.wav	female	โดยเจาะแผ่นคือเป็นรูกว้างกว่าหัวเทียนพอสวมเข้าได้	clean	7.92
2	thai0161.wav	female	แต่จะสวมอยู่ถึงอายุ 6 หรือ 7 ขวบเท่านั้น	clean	8.03
2	thai0162.wav	female	ดรกฤษณพงศ์กีรติกร	clean	5.08
2	thai0163.wav	female	นอกจากนี้โครงสร้างของดีมอสยังเป็นโครงสร้างพื้นฐานของมอสเฟตกำลังทั่วๆไป	clean	11.08
2	thai0164.wav	female	ด้วยวิธีการเดียวกันก็จะสามารถเก็บข้อมูลภาพอักษรทีละตัวเรียงกันไว้	clean	5.45
2	thai0165.wav	female	และมีการออกแบบและผลิตให้เซลล์มีโครงสร้างต่ออนุกรมกันในแนวราบ 36 ตัว	clean	6.94
2	thai0166.wav	female	วงจรสังเคราะห์ความถี่ที่มีในภาคผสมสัญญาณเป็นวงจรที่ทำหน้าที่สังเคราะห์ความถี่คลื่นพา	clean	8.1
2	thai0167.wav	female	และมีการจัดอบรมให้ผู้เกี่ยวข้องทุกระดับทำความเข้าใจในระบบที่ได้พัฒนาขึ้น	clean	13.69
2	thai0168.wav	female	เพราะผู้ที่เรียนไปแล้วถ้าไม่รู้จักนำเอาความรู้นั้นไปพิจารณาหรือคิดทำอะไรต่างๆให้งอกเงยขึ้นมา	clean	5.28
2	thai0169.wav	female	มรรคมีอาการงุนงงสับสนเลอะเลือนพูดเพ้อ	clean	5.44
2	thai0170.wav	female	แต่การแสดงผลจะขึ้นอยู่กับการออกแบบอุปกรณ์ต่างๆที่ใช้กับเครื่องพิมพ์นี้	clean	6.0
2	thai0171.wav	female	ส่วนการจัดลำดับก่อนหลังในการบันทึกแถบหรือจานแม่เหล็กนั้นควบคุมด้วยคอมพิวเตอร์	clean	6.36
2	thai0172.wav	female	ซึ่งเราเรียกเขื่อนลักษณะนี้ว่าเขื่อนอเนกประสงค์	clean	5.26
2	thai0173.wav	female	ที่แสดงให้เห็นข้างล่างนี้จะแสดงเพียงเส้นลวดตัวนำที่เป็นลวดทองแดงที่มีขนาดต่างกันคือเส้นผ่าศูนย์กลาง 1.3 มิลลิเมตรและ 0.65 มิลลิเมตรเท่านั้น	clean	5.07
2	thai0174.wav	female	5 คู่มือการใช้ฝึกสอนและพัฒนา	clean	5.87
2	thai0175.wav	female	จากนั้นจึงจะผ่านเข้าวงจร D modulate แบบซิงโครนัส	clean	5.33
2	thai0176.wav	female	ดังนั้นจะได้สมการ transfer function ขณะเปิดรูปดังนี้	clean	5.21
2	thai0177.wav	female	มีประชาชนนับถือกว่า 1 พันล้านคน	clean	5.58
2	thai0178.wav	female	แต่อีกใจหนึ่งนั้นเขาก็ยังรู้สึกต้องการที่พึ่งพิง	clean	7.56
2	thai0179.wav	female	และพบว่าโคนมลูกผสมขาวดำโคนสไตล์ฟรีเชียนกับโคพื้นเมืองเป็นโคนมลูกผสมที่ให้นมดีที่สุด	clean	17.18
2	thai0180.wav	female	โดยเจาะแผ่นขื่อเป็นรูกว้างกว่าหัวเทียนพอสวมเข้าได้	clean	6.7
2	thai0181.wav	female	แต่จะสวมอยู่ถึงอายุ 6 หรือ 7 ขวบเท่านั้น	clean	5.69
2	thai0182.wav	female	ดรกฤษณพงศ์กีรติกร	clean	7.27
3	thai0183.wav	female	ความคิดในการใช้คอมพิวเตอร์แปลภาษาจึงได้รับการฟื้นฟูขึ้นอีกครั้ง	clean	5.06
