client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
7674f069ee9b80449edca686ff12066bae1b191d61464fca38d382ac857f43320fa3a237631326ad36678395ddcc12bf41ffa5dbead93af981bfd1292f5ce1fd	common_voice_th_23650829.mp3	141074bd66ea84e1dc23f3bc07b82cfa3ae67b860b6fd657c8ae096396a8214e	ฉันทำอะไรให้เธอได้บ้างล่ะ เด็กน้อย?		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23653969.mp3	16ed2a75e80ecf9b2d8a40c3b427227a9ab13cf1ea3f73c5a995820cdd052ee6	ลุงทอมบอกว่าพวกเราต้องเข้าไปทางหน้าต่าง		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23653970.mp3	0b64268da0b317bf699eaf9ffe619036165ed376121b0e9a4b31299f172b4b0a	คุณอยากไปไหน		0	3	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23653972.mp3	12cdc9700efd668a28676329a235f91c730e35db0c8fa4f247ca45ac68390061	ดำและแดงไปโรงเรียน		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23653973.mp3	00265c39f7b2e88896dc3c518a47d66f443036b50931619104f604c786efe7ec	น้ำมันถูกเก็บภาษีหนักในอังกฤษ		1	3	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654209.mp3	0922a80b03a916f95ab56373a4750a77e5cb6ff6842f9d49f5ee0258758659d1	ท่อทองเหลืองพันรอบกำแพงสูง		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654210.mp3	1b5eb9cc49152e269cc5175feaceb5b672a7faf478fb2ac4641048c37bd2a812	เมื่อฉันหันหัวไป มันก็ไม่อยู่แล้ว		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654211.mp3	19e23c7916cf85c72ed0c29007b55d01890e372827b0631f3801bbc677d17a9d	นาฬิกาในใจกลางเมืองได้รับความเสียหายจากฟ้าผ่า		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654212.mp3	1384faa614a892de40052af36bf71e88627880beef73edeb0fef7ac25dc83a87	อินโดนีเซียมีโซนมุดตัวมากมาย		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654213.mp3	00f4b9b2cdae2943a7611744ff86b72e02db1664fe0ec0c022a318984c864768	อัลไซเมอร์สามารถรักษาได้ถ้าตรวจพบเร็ว		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654239.mp3	0e252be04e58487abcfde3c1295b74b48c2e8d94a92ee7571233e91d44d80307	อย่าเหยียบเศษกระจก		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654240.mp3	0456f0c7d38d1c5d921beadacf68c94d473522e0fc96b0825db62426ec47ac86	บังเอิญว่ามันเป็นเรื่องจริง		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654241.mp3	07f18dc7923f8f757d0cc924d22a72bd344c781e5c47c9368db8808a379c3f74	คุณมีรถยนต์ไหม		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654242.mp3	0b9fcd731d88502d1ff3ca88853b094352fd58a7f9e7a427267188cec5d6a1bc	นกร้องไพเราะจากที่ไหนนะ		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654243.mp3	0b9a45cc408da93837b4c33c54ce17d7612c535574eba45e4d6cdea3cc4f23e6	มันคือความลับใช่มั้ย		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654244.mp3	11c036f83026b7f7d12b7bfc873d6b45d13a9cd07c231e2acdaf0194674432b6	ฉันชอบยืนพิงมัน		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654245.mp3	05f23e65e89f160751b7f27dd701c2bd5b0be874c3d47ef5f8dd285814b48c01	ในเดือนกุมภาพันธ์จะเป็นวันครบรอบของเรา		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654246.mp3	14ec5c322923671abf736428bb05c16779135b34f07cfff178338b802ad7d83d	พ่อต้องการให้ฉันเป็นทหาร		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654247.mp3	12b7c0e2c3dfab836b2f6919fff728d1c6ebce30364cbf82816cdd1785804a4e	เขาถูกไล่ออกเพราะมีผู้เข้าร่วมน้อย		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654248.mp3	0164abbe930f414339e84a7856aef7cc0dc3f18f4e00103d0ebebdaf63e237df	ประตูปิดอยู่		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654280.mp3	0413c2b4ff48560bd3a51b5d935c9d143c16bc10862a450b510c232e90086bf4	ฉันมีเรื่องอยากสารภาพ		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654281.mp3	0d9597d7f5bac74d6d5b581b4806f01e19df49988e21b94fa243e2e3d46ea0e3	เขาวิ่งกลับบ้านครั้งแล้วครั้งเล่า		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654283.mp3	16c43bdf9608f8ca4b68f994480b0d8709ce8acb75c56cb9e5c02c4539054b7d	ไม่อย่างแน่นอน		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654309.mp3	06424b9e1e3061b71a405174c7267da25ad72e586f0de640254ff250fcbaa7ee	ถ้าเป็นคุณจะทำอย่างไร		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654310.mp3	1b88eef551ea27d82f80925879288232f7d9abba535d4b678227e43c0425cc6a	อะไรบางอย่างนั้นคืออะไร		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654311.mp3	0b5976d6e6b284de58ad8e7a27352160798032bc935ca0f2798cabf01a1859fb	พวกเขาทำให้ฉันตื่น		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654312.mp3	13d52409f41e18f0ac130be6aa29b9dc4368b5e569a103966fc08a7df48a9c52	เธอเดินเล่นกับเพื่อน		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654313.mp3	0b7e8b20f4e03a035b5b3d7e40fc761f696159e2097d769c2b734d13762aa9e5	เอาล่ะ นั่นคือสิ่งที่ฉันกำลังพูดถึง		1	2	twenties	male_masculine			th	
aa86ff5bfc38c93136ed0014538f22963bb845bd96f03f63a0aaa557b3be82d57ecf101466fd77d6f2028e427e4cb2b12747b70bbc80b53df27ca02214a33992	common_voice_th_23654341.mp3	1a571e986c44ee4ddc811697687d0534c3b55adcb6f8ac32ac881c44015fc259	ฉันกลับไปที่งานของฉัน		1	2	twenties	male_masculine			th	
aa86ff5bfc38c93136ed0014538f22963bb845bd96f03f63a0aaa557b3be82d57ecf101466fd77d6f2028e427e4cb2b12747b70bbc80b53df27ca02214a33992	common_voice_th_23654346.mp3	02375325fb470607f3cad956bdd73847f46c5a5c7077f92c64d23fd2135a266e	ฉันเชื่อว่ามันจะต้องใช้ได้		1	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654393.mp3	05a0cc440b08513f35e33475c9acba980e2f62ca0d438acee4488370b369fe2a	หนองคายมีที่ไหนให้เที่ยวบ้าง		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654395.mp3	1386e610ea88e2692ca89a0a38fd4da7c0e3f6cc186b37939e924bc56d3fa16a	เขาต้องมาหาฉันโดยเร็ว		0	2	twenties	male_masculine			th	
60a3c92c50d39d6636d01243cc60da68bb44b1bfad7886b51522c523c225a57393a965a4b507d255c5d674a8051075372a148205958711bf0cb5a64e6981335a	common_voice_th_23654396.mp3	0ec436d409030a69f0fa73249fba146b02b8fcece6b8df1e0c0f8f60ca88b665	ลิงจะยิ้มเมื่อมันกลัว		0	2	twenties	male_masculine			th	
0907966d9fb8b45497ad1f4c0c1b7f1b7b558fdc99c970a5ccbd3d10bab03660f03a2a37b38fd3103a791369ac2d3c2e0dc1ba4a84b81706d8c65029e9d4182a	common_voice_th_23654575.mp3	14f03428caad986e2b1fa9fb253296b3807e6128e4a4be82aab9266350de24fd	ทุกวันพระเขาจะพาลูกไปวัด		0	2					th	
ebd432d9caefb101d7e837e7714ddb2b5eb2772879adfc0941f036ed0b1a9b9bda8f3dd139d2b79396820444edccc62df6419a813ac2e2e439ebea107b30c01d	common_voice_th_23654580.mp3	13edff4d25c1f71706189a4df726e6f40e46ae54fbbc2dc1d447ef5d5e1a656c	คุณกำลังเพียรทำอะไรอยู่ที่นี่?		0	2					th	
ebd432d9caefb101d7e837e7714ddb2b5eb2772879adfc0941f036ed0b1a9b9bda8f3dd139d2b79396820444edccc62df6419a813ac2e2e439ebea107b30c01d	common_voice_th_23654595.mp3	0ab30826ba57bfc5f421c835301b9c7a438364399d69f7ee8ae1a6b341ca69cd	อาหารยังคงอบอุ่นบนจานเมื่อเขากลับมาจากการตรวจสอบหน้าต่างและประตู		1	2					th	
ebd432d9caefb101d7e837e7714ddb2b5eb2772879adfc0941f036ed0b1a9b9bda8f3dd139d2b79396820444edccc62df6419a813ac2e2e439ebea107b30c01d	common_voice_th_23654596.mp3	0f3e0e4df7acc00c9bc363b93cd60818da691bbcee4a30c36f10e9504453406d	คิดเยอะๆก่อนพูด เพราะคำพูดสามารถทำร้ายความรู้สึกคนฟังได้		1	2					th	
ebd432d9caefb101d7e837e7714ddb2b5eb2772879adfc0941f036ed0b1a9b9bda8f3dd139d2b79396820444edccc62df6419a813ac2e2e439ebea107b30c01d	common_voice_th_23654598.mp3	0d3230d853ec5c067d62c73c2a621b2c641ed42d57dfc747382b84eb2e127332	กฎหมายใหม่มีผลบังคับใช้ย้อนหลัง		0	2					th	
ebd432d9caefb101d7e837e7714ddb2b5eb2772879adfc0941f036ed0b1a9b9bda8f3dd139d2b79396820444edccc62df6419a813ac2e2e439ebea107b30c01d	common_voice_th_23654604.mp3	1db515f901ef5736574a65dd69f2867544fa0df6205f564a622561a25fc395d0	ฉันไม่ต้องการเป็นนักโทษของใคร		1	2					th	
a5b1dccf1b314385e3efa16a265e3b39590deb7304ba80f671fad01b7aa8164dfc4ae2aa610e844069f835828e57f8f85212a04cd8891d508337002dfaa19bfc	common_voice_th_23654640.mp3	1e77e0aab18c99e991fbc59c25a57df972dd424757b13836dfcfb5d9e7b04cf2	กราฟกำกับประกอบด้วยโหนดและขอบ		0	2	thirties	male_masculine			th	
d64f45dfa6fdd072b384653b92b683ca6f4eee9c2818568452cf7b4eddebc18f8906a533c5dd9d165f67601bc8d85c10ffe011ecb726ecff2626ec02fee8f676	common_voice_th_23654649.mp3	100cb0b1cbaf2d022d47c535dc907628a5a5fd69fc2eee7d28ea775ad2980c68	'เขาพาฉันมาเป็นคนรับใช้' เธอรำพึงขณะที่วิ่งออกมา		0	2					th	
b6b499807bb942307e9a3d3777279b284843566f7c98e7a18c2881ad4b59f002fa5ce506502153805097784fafb7d4abf7bf55ea96229c54e888e73c9ce519ef	common_voice_th_23654654.mp3	11719fe29214e58175782f538bac84ddae638bc4b7d711031b7980477abe12d6	เมื่อตอนที่ฉันถูกทิ้งลำพังฉันเริ่มที่จะสร้างศพปลอมนั่นขึ้นมา		1	2					th	
b6b499807bb942307e9a3d3777279b284843566f7c98e7a18c2881ad4b59f002fa5ce506502153805097784fafb7d4abf7bf55ea96229c54e888e73c9ce519ef	common_voice_th_23654655.mp3	09fa63aa9c5dbce2e5a8a0acf99b684046c4d64c583946f6e09474f59ba59fc8	ไม่ฉันพูดไม่ออก ฉันไม่มีความกล้าหาญ		0	2					th	
b6b499807bb942307e9a3d3777279b284843566f7c98e7a18c2881ad4b59f002fa5ce506502153805097784fafb7d4abf7bf55ea96229c54e888e73c9ce519ef	common_voice_th_23654656.mp3	0599c51f407818a23667a8109c2aa29e4adebb5ebb3f042e7314ab3c9cd9b59b	บานหน้าต่างเปิดไปด้านนอก		0	2					th	
a5b1dccf1b314385e3efa16a265e3b39590deb7304ba80f671fad01b7aa8164dfc4ae2aa610e844069f835828e57f8f85212a04cd8891d508337002dfaa19bfc	common_voice_th_23654674.mp3	12fbb28e6a12f0d7113dea80aa910397b976c40c324c0e4d9c1da998c889f2b6	ฉันคิดว่าพวกเขาหมายถึงการฆ่าฉัน		0	2	thirties	male_masculine			th	
11ef60545564ae93ca9f3513d45fc7f086a5c0cf76cfe1d8c95e6dc9a1c21011056bf901a514441a287eca05ce8dcf18750d003ec3af0da0fd074953fdee0f57	common_voice_th_23654716.mp3	10124cc817d054c9f4faae91a9aef195444f72c14542067b589e6a01ffa90b37	อย่างไรก็ตามไม่มีใครเต็มใจ		0	2					th	
11ef60545564ae93ca9f3513d45fc7f086a5c0cf76cfe1d8c95e6dc9a1c21011056bf901a514441a287eca05ce8dcf18750d003ec3af0da0fd074953fdee0f57	common_voice_th_23654727.mp3	1f1ac47ace3b1733c9d2fbfe8be89f5ba458a9c8fac6d108ff7acec2c905b120	นางสาวบาสเซ็ตต์ได้ตัดการหมั้น		0	2					th	
132b4f09f2e98682330263cbdc60038723baed274d48cc89edb6e96ed3aa4506933afac4fca8ee8f1fab3f170079c784b6d67bb8dbb0393ca02bddb0b7fc1578	common_voice_th_23654872.mp3	1f47ce22a53e9b45358d406a7aeb7f31b21d338902fbaed445f7206b0a375173	ฉันชอบเล่นกีฬา		0	6	fourties	male_masculine	Bangkok|Chinese-Thai		th	
f4cd47a52b149ef3122a67b9b003b1dd2b6b7ef0bcadc9a0f49a3c7fc52619603aea431178c6103433c4032489b0b60343eda16b6e9f0e4c67df101cad51d88d	common_voice_th_23654903.mp3	0e7927015a13eb3f8ca491d00cddbd7d4ffeb7492fe4694f2e6e19d1cde3d4ff	นักเรียนบางคนไม่ชอบอ่านหนังสือ		0	2	thirties				th	
132b4f09f2e98682330263cbdc60038723baed274d48cc89edb6e96ed3aa4506933afac4fca8ee8f1fab3f170079c784b6d67bb8dbb0393ca02bddb0b7fc1578	common_voice_th_23654931.mp3	137e58de5f7b2763258cdb64477722473cdcc29be1584284c6fd476673b18b06	ในใจของซีเลียยังคงมีวิธีแก้ไขที่หมดหวัง		3	6	fourties	male_masculine	Bangkok|Chinese-Thai		th	
a01c1ac735b7c2a8d667ba13572f9a986e6c57865c38b0bd8e5f13c4735a9c4e5db1a64468b9cd38b7c38b13c8db657c98237af1d5e06f03c6f29b35ef9b8f63	common_voice_th_23654996.mp3	0fa641e6bea67b23ca3936fe5864d8f26d5e27a4d484f4718f23d70f76dfc6eb	ในความเป็นจริงคุณจะต้องฆ่านกสองตัวด้วยหินก้อนเดียว		0	2	thirties	male_masculine			th	
a01c1ac735b7c2a8d667ba13572f9a986e6c57865c38b0bd8e5f13c4735a9c4e5db1a64468b9cd38b7c38b13c8db657c98237af1d5e06f03c6f29b35ef9b8f63	common_voice_th_23655055.mp3	0e9a901b5db7e59d6b40df4b4d3a93119f108c177a11f3168d51f0b911448860	เด็กผุ้ชายดุก้อนกรวดข้างสระน้ำ		0	2	thirties	male_masculine			th	
a01c1ac735b7c2a8d667ba13572f9a986e6c57865c38b0bd8e5f13c4735a9c4e5db1a64468b9cd38b7c38b13c8db657c98237af1d5e06f03c6f29b35ef9b8f63	common_voice_th_23655058.mp3	2565aa807ed5dc6cc08f1eb3b845ea8801df891fa9eb454af6721888f0f2ee8c	จังหวัดยะลาถือได้ว่าเป็นแหล่งปลูกทุเรียนมากที่สุดในภาคใต้ตอนล่าง		0	2	thirties	male_masculine			th	
ab8aeb64d7c279bb0fcef159a109ef2f1c4201c0730da008b7c081eb428fff83ad0722c91452627b6893fdd89c5c92ae8292c3e247c65285ca91dfb4ff265a24	common_voice_th_23655082.mp3	1896309f73d78d669c25c7950aaa318538404d79b309a95b7f5b1195b6a8f464	เปิดเทอร์มินัลแล้วเรียกใช้โปรแกรม		1	2					th	
ab8aeb64d7c279bb0fcef159a109ef2f1c4201c0730da008b7c081eb428fff83ad0722c91452627b6893fdd89c5c92ae8292c3e247c65285ca91dfb4ff265a24	common_voice_th_23655084.mp3	1dc74271b2dee9ee65a72dea59d8916e126c28106ced261d930c9ecdbafdca51	ถ้าคุณต้องการที่จะมีสุขภาพที่ดี คุณควรจะรับประทานผักและผลไม้ห้าส่วนทุกวัน		1	2					th	
a01c1ac735b7c2a8d667ba13572f9a986e6c57865c38b0bd8e5f13c4735a9c4e5db1a64468b9cd38b7c38b13c8db657c98237af1d5e06f03c6f29b35ef9b8f63	common_voice_th_23655106.mp3	212ce43f29cb618655772d5c583ba19e6c1fc544c94d42ea11eff0f13c80d11c	ฉันว่าฉันทำได้นะ		0	2	thirties	male_masculine			th	
a01c1ac735b7c2a8d667ba13572f9a986e6c57865c38b0bd8e5f13c4735a9c4e5db1a64468b9cd38b7c38b13c8db657c98237af1d5e06f03c6f29b35ef9b8f63	common_voice_th_23655116.mp3	2424fe742f1d9bc597b8b8a4346318c322ba4a201975f0b9c83fe82a88b0a2a4	เขาเป็นผู้หญิงฉลาดมากและฉันคิดว่าเขาจะคิดออก		0	2	thirties	male_masculine			th	
6c19d24720f0f7cba06681781b892d56b396373472a758e85e9d10a81f96f7a4cd99a9005bca8b779a554eab1ea67c7e791483286f1291175ef1ea6b3d27fed2	common_voice_th_23655444.mp3	0d8e040b4be64081708cfd9738e3eb3feaa1dc5e5be34b3562a244544488f49e	แม้เธอจะหน้าตาไม่สวย ฉันก็ยังรักเธอ		0	2					th	
6c19d24720f0f7cba06681781b892d56b396373472a758e85e9d10a81f96f7a4cd99a9005bca8b779a554eab1ea67c7e791483286f1291175ef1ea6b3d27fed2	common_voice_th_23655468.mp3	29fff73bd925f6be015586999be43e7ed1bfdc9fc80f004f6c4ab2c1f81e505f	ปัญหาการแบ่งแยกดินแดนเกาะมินดาเนา เกิดจากกลุ่มนับถือคริสต์กับอิสลาม		0	2					th	
77c3f0dd6b167f84c0933074e443179c52c748cecbffdd2797ab72843a2d88777bed4753cd6b1d0f3dd459b9d988e3080ae7131d37ae3147cf4bac6c4a5d4fe2	common_voice_th_23655494.mp3	27c73865802bd77aaf241efc6a25108f4f751e30c6f1987f5cf4264fce894fe2	ไม่สำคัญว่าอดีตเราจะเป็นแบบไหน ตอนนี้ทุกคนสามารถทำในสิ่งที่ดีได้		1	2					th	
e849718a7d7dc0eef3e5240778555345ef770002f875b9a23e09b77bf146d9d0e3361d6b934f79e9c70663caeafb896727c9827da5fabe817922a4bb884f6440	common_voice_th_23655560.mp3	250be0f4f240082a32b7ef07c4ffe1847a303d1f72d1b9fa647536f7732c82a9	มีรักและสูญเสีย ยังดีเสียกว่าการที่ไม่เคยมีรักเลย		1	2					th	
f65e985b4cd052c0fb59cb826ee9ca1c8f774d27c664974005c10e9004e7767cfcf51150536cee9c44cf499cde6f594448a15e86e34f47e77f3825a307034bdf	common_voice_th_23655574.mp3	160e543b6fb83b1268035614c590e3865327b2a68a7caa9d3748b4a9aff319fc	ไม่แปลกนักที่นบีท่านหนึ่งจะปรากฏตัวที่เยรูซาเล็ม		0	2					th	
b5e825fc594610a6c15589acd1de82b3e221a1c784361f8abe576095c6068365aa9a31fb30045baf147312a1ef7a96f8bad270d29156de2ff60ea7804664bcb3	common_voice_th_23655586.mp3	1a37dbdd02db9a293b3f97771493c375c8a8261c828f5b852061035e65871bb2	โอ้ฉันเห็นหน้าความรักและการอุทิศตนอะไร!		0	2	fourties	male_masculine			th	
b5e825fc594610a6c15589acd1de82b3e221a1c784361f8abe576095c6068365aa9a31fb30045baf147312a1ef7a96f8bad270d29156de2ff60ea7804664bcb3	common_voice_th_23655589.mp3	2c55228bb1b1b7438be77c872f9fcbaf99e53abde37eae8c798445f6f4b0775b	ฉันไม่ต้องการที่จะลดความรุนแรง		0	2	fourties	male_masculine			th	
cb853d9601c0749cbc83bbef18d9fc5de28a5cac20566468a5650261fcb1245109025baa7c010dd25d10d8eab51d45edb58e598bacc42f45c4757a0858679d49	common_voice_th_23655647.mp3	2a5de4e92a8ca8f9324f786619686a4f427c7b6b8775d82878d1146d056d2101	เขาทำอะไรไป		1	2					th	
