sentence_id	sentence	locale	reason
1599e9f3ad9ef04af6a741cabd87addf6bf749d15197fc95344da308ffbd33ca	คุณจะคิดเกี่ยวกับมันและไม่ร้องไห้ เธอถาม	th	grammar-or-spelling
0929dd8a0390ccb8bf62c712a092d58731dbe9e69f3c4ba92d291cb6a94b6aac	แต่สิ่งที่เกี่ยวกับนิ้วเท้าของเขา เต่าธรรมดายืนยัน	th	grammar-or-spelling
0612066bbcdb93679b4345b464f1e91fb22812d6fa7630213748ffe0152e9472	ไมค์ถูกบวชทางอินเทอร์เน็ตเมื่อสัปดาห์ที่แล้ว	th	grammar-or-spelling
0437619463c8a36b94d9d90ae907ac3383e5e133b4f882ba1d9c90b6f3193a8e	ฉันสามารถ ใช่ไหม?	th	grammar-or-spelling
117f696d413edbd751622205fbce29cb4dbda27654742d158b9eae1b18b6c4f1	ขากรรไกรของนางแมคฟีพากันอย่างรวดเร็ว	th	grammar-or-spelling
1800094d87a240cc1b8bcc857aabfea276036657c29c8e2f841c0b54905f5e44	เลี้ยงหนูขาวด้วยการให้กินเมล็ดพันธ์ดอกไม้	th	grammar-or-spelling
16a07f8850a62080bede43cfe0ca2d9bb5d6cd63aaf0d144a1fb9b049249dc19	ฉันไม่ได้ตามคุณนะ จีเวส	th	grammar-or-spelling
06ea9622324bef1e4fdb8d5d82a07d4f3abba78ade4805ae97d4713cfcf6f30a	ฉันบอกเธอว่าแรงบันดาลใจกับผู้ที่พวกเราจัดเสวนา	th	grammar-or-spelling
10ce196c980cfd62563633618a04bb23fcd4deeff1f06c4cda5aaa26f42fb6cf	คุณยังเด็กที่จะเป็นผู้ดูแลโรงแรม” ฉันพูด	th	grammar-or-spelling
0b9e7ddd7b12ea152d3022f7ec288f8d35f16c9e4f52b05a91b342a0c3d56afd	คนดีไม่ต้องกลัวโดยตรวจสอบ	th	grammar-or-spelling
222a03cca67f87225a1e2fdc24d60223c1c9bfcc56ad9451fb02ecfd83d8f6b8	วิกิพีเดียมีบทความเกี่ยวกับแทบทุกเรื่อง	th	grammar-or-spelling
2372a4559f3c01fd56b5851f980c53de4f2a385b3da0da121daa516bd2d07e11	บางทีเธออาจพบชะตากรรมของเธอแล้วลึกเข้าไปอีกเล็กน้อยในป่า	th	grammar-or-spelling
18a29e8f56dcfd0c7cb05ce0d078dd655e3b0ea773a9ef21a944c5147c82442a	ฉันกินเค้กรสช็อคโกแลค	th	grammar-or-spelling
02f51320eb3122b8a7949efb5d7a097af6bcd6ce2aa8fec0755153ae2268e94f	คุณเตรียมพร้อมสำหรับการตอบคำถามภูมิศาสตร์ในวันพรุ่งนี้?	th	grammar-or-spelling
1f3dc794fb7a6f8be88d11a821cd03ae50a170fe45b0d3de2f0737e009051af8	มันเป็นไม่ได้เลยที่จะแล่นเรือและถอนสมอออกจากฝั่ง	th	grammar-or-spelling
18a29e8f56dcfd0c7cb05ce0d078dd655e3b0ea773a9ef21a944c5147c82442a	ฉันกินเค้กรสช็อคโกแลค	th	grammar-or-spelling
0b9e7ddd7b12ea152d3022f7ec288f8d35f16c9e4f52b05a91b342a0c3d56afd	คนดีไม่ต้องกลัวโดยตรวจสอบ	th	grammar-or-spelling
1a6779721161972e4ab00e24d276590a2523779289f5243914ee0fd0121bd508	ทำไมไทรันโนซอรัส เร็กซ์ ถึงรู้สึกเหนียว	th	grammar-or-spelling
0929dd8a0390ccb8bf62c712a092d58731dbe9e69f3c4ba92d291cb6a94b6aac	แต่สิ่งที่เกี่ยวกับนิ้วเท้าของเขา เต่าธรรมดายืนยัน	th	grammar-or-spelling
0848c7aa9e79fba4ed482fb30bdc9613ae92347c157de76750239e45d4fd9560	ฉันหวงัว่านายจ้างฉันจะติดตามเรื่องนี้นะ	th	grammar-or-spelling
0848c7aa9e79fba4ed482fb30bdc9613ae92347c157de76750239e45d4fd9560	ฉันหวงัว่านายจ้างฉันจะติดตามเรื่องนี้นะ	th	grammar-or-spelling
0848c7aa9e79fba4ed482fb30bdc9613ae92347c157de76750239e45d4fd9560	ฉันหวงัว่านายจ้างฉันจะติดตามเรื่องนี้นะ	th	grammar-or-spelling
3e1acfaa642f99330cdf839e03c009bc6739c926a5443a8a74e92a766e6d7546	ในส่วนธุรกิจของการดำเนินคดีที่เขาดำเนินการทั้งหมดก่อนที่เขา	th	grammar-or-spelling
4624431944f9df889842284786731b8c39b96aca178b7ea7cbacb1735ce9adba	ฉัรต้องการเสียบปลั๊กคอมพิวเตอร์เข้ากับรูจ่ายไฟ	th	grammar-or-spelling
3a8dd52ced040cf5d041509f8681d68da0aeb901c74629379ffb54141fc534b8	อย่าใช้สิ่งวันนี้ถ้าต้องการวันพรุ่งนี้	th	grammar-or-spelling
4e0b87a5cdac4325fc17221c2b3e00c94cf6b59ae8544d1ad946da3a802cbae4	คนเหล่านั้นเป็นนักเต้นแซมบ้าเตะ!	th	grammar-or-spelling
52a5fd0847303d0f9ff2a0796bf5ca67255d9a3f3c6d3515e61f49f2eea430a6	ฉันมาเพื่อข้อมูลเพิ่มเติมเพื่อไขข้อสงสัยไม่มีอื่นใด	th	grammar-or-spelling
595dfb6e7fc4485090aea55cc10adb8f219046fe94aa5f69201aa64dc5e4e6e0	อธิบดีกรมสรรพากร เปิดเผยว่าได้รายงานผลการจัดเก็บภาษีและผลการด้าเนินงาน	th	grammar-or-spelling
4abff756048959b885e5e9f70fa964782de670a4d730a67d6e56c970f86be79d	สบายดีไหมค่ะ	th	grammar-or-spelling
38a18ba13ef79e72fda095d43606487c13e1a06c44396a93d7dbf2ba87f71a9f	คุณอาจเล่นรูเล็ตรัสเซียเช่นกัน	th	grammar-or-spelling
7a3198ab4ce2260c3190cbe6e647243ef206d7e71d46ca5aa0221c9f7fa146e8	วันนี้วันอะไร?	th	grammar-or-spelling
697f8b90e9acc0246929c3c1942522a21c91a749e2bc96f1d1d19b7abe9282b3	คุณจะไม่ทำลายการปล้นครั้งนี้!	th	grammar-or-spelling
65d58b3afec55108d87b223e8086b904b39c4f73957b5fb83ad32a22378973fd	เจ้านกพิราบได้ตะโกนออกมาว่า คนทรยศ!	th	grammar-or-spelling
6f5d4c6dfd35ca945187338509fec769089e1854dc6c6470bfde9a1093174d46	ฉันมาที่นี้เพื่อจุดประสงค์นั้น	th	grammar-or-spelling
6aae092348a814fc02c92b13001752f35e9fe62c27285ed630ad6a68b83bad5a	ตอนนี้อย่าแก้ตัวอีกต่อไป แต่ฟังนะ!	th	grammar-or-spelling
61f7398cfc1b8921381d55fc71406da4a62ea9747362b7098684ff1336bf90de	นั่นแปลว่าฉันไม่สามารถเล่นแบดมินตันได้อีกต่อไปหรือไม่?	th	grammar-or-spelling
7a824bf1107a8d69dbe3c55e71ffc130279e206a9de18af03c6f3c044fadc0d5	ใช่ หล่อนพูดพร้อมพยักหน้า “คุณถูกทุกอย่าง”	th	grammar-or-spelling
78eeb44452c4dee5cde88519138582e93de05be896cf9947273b9eb34882500b	ภูมิอากาศที่ดีที่สุดในโลก!	th	grammar-or-spelling
7f31a912427859580476d967efafad432003278fa74f7b900ed72180fafdca6d	มด วนิดา ตันติวิทยาพิทักษ์ อดีตที่ปรึกษาสมัชชาคนจน ซึ่งเสียเสียชีวิตแล้วด้วยโรคมะเร็งในวัย ห้าสิบสอง ปี	th	grammar-or-spelling
80a823e193880760ef884bb30e9341df904a5165ac2577f084d99e2a1978c2f5	การต่อเวลาช่วยประหยัดเก้าครั้ง	th	grammar-or-spelling
800d82bbac562ab739302df02253bcad2f8b1e2db2f7ffd94722571df1301d6e	บาคาร์ดี้, ไรย์, วอดก้า - คุณต้องการอะไร, ถามบาร์เทนเดอร์	th	grammar-or-spelling
7d416f106b651efdc20e6e2c2cf745e514182519275183cefa573c684bccdb66	ไม่ต้องแปลกใจเลยว่าเส้นศูนย์สูตรจะข้ามไปเอกวาดอร์	th	grammar-or-spelling
82abccf57be30f76195e5ead38d199e95909607ff1eb0fb580a07e7dfd81de97	'นาฬิกาตีบอกเวลาตีสี่แล้วละ' ฉันตอบกลับไป	th	grammar-or-spelling
64bec67b8b434be766568ac8977a9bf187dc68166d8caa88c10c94c0d161925b	มันถูกบันถึกไว้โดยบังเอิญ	th	grammar-or-spelling
73b6ca3833ea9eacd77530c816662fd844fdb0aa66ed0fd0d60b35065541e8c1	เธอคือนักโทษของฉันคุณรู้ไหม! 'อัศวินแดงพูดในที่สุด	th	grammar-or-spelling
73b6ca3833ea9eacd77530c816662fd844fdb0aa66ed0fd0d60b35065541e8c1	เธอคือนักโทษของฉันคุณรู้ไหม! 'อัศวินแดงพูดในที่สุด	th	Incl. foreign symbols
64bec67b8b434be766568ac8977a9bf187dc68166d8caa88c10c94c0d161925b	มันถูกบันถึกไว้โดยบังเอิญ	th	grammar-or-spelling
83985e5f4fe71efb2cbbf9d639ff9da02a94c4c7d1db4e65b143c17dc24b475f	คุณพูดอะไร?	th	grammar-or-spelling
5a3a54da99623e68074120028e68d6027c20b5ec26276c29dabf1a1afca0a3d6	พวกเขาพูดอะไร?	th	grammar-or-spelling
87af63f5989585983dcd861deb6b3798d7591903f68a292d4ab3d878d2e0ef59	อัตราการฆาตกรรมลดลงในเมืองนี้นับตั้งแต่ลงทุนในด้านการศึกษาและแผนการทำงาน	th	Too long?
789b87120b8939638b9739213f7c5291ae0480ba9a8e3ee52c0164cd368e959f	ถ้ามันดีพอสำรับชอว์เซอร์นะ	th	grammar-or-spelling
80bed1d973f70157d3aacda40a6a3405814781bf73cff4b340c4ef2f67abec10	ระบบของเราจะเข้ารหัสและแฮรหัสผ่านของคุณเพื่อความปลอดภัย	th	grammar-or-spelling
789b87120b8939638b9739213f7c5291ae0480ba9a8e3ee52c0164cd368e959f	ถ้ามันดีพอสำรับชอว์เซอร์นะ	th	grammar-or-spelling
889eb259d564846585040177ba6eec56c1faef31b89bc367d8c9a30ed5d63662	คุณมีอะไรจะพูดต่อมั้ย	th	grammar-or-spelling
889eb259d564846585040177ba6eec56c1faef31b89bc367d8c9a30ed5d63662	คุณมีอะไรจะพูดต่อมั้ย	th	????????????????????????????????? ????????? Google ?????????????????????????????????
85bf65fc7c92b39b7acb33b92a04cf21e1f3d09b2ca96c8ac739b33421bec3e1	ลาก่อน!	th	grammar-or-spelling
734b1f7e0e1482f3da3c909f787d4dae3369772d50f7dd3c752b8f34bb2c0d25	คุณได้ยินอะไรมั้ย	th	grammar-or-spelling
734b1f7e0e1482f3da3c909f787d4dae3369772d50f7dd3c752b8f34bb2c0d25	คุณได้ยินอะไรมั้ย	th	????????????????????????????????
790075e46eed1f737efdcb81946e6b37592be7faa4ecda3889fafadef6ba8924	ประตูนั้นล็อคใช่หรือไม่?	th	grammar-or-spelling
88524f7921556cd4d8fb7505c98af796072f73b6bf73381779f93b991e550cdd	การขับรถประมาณเป็นสาเหตุของการตายมากมาย	th	grammar-or-spelling
7f98df3417d408c73b255081cb3652572c90bd0d9aa35a64f49f12059aa5f4e0	โอ้ท่านข้าขอให้อดทนหน่อย - ทันที!	th	grammar-or-spelling
8b4bbb957b458987263c6684dd1c608c4a3c7ee363b20f4c2f33d3ed3c435597	เธอแนะนำมันเมื่อไหร่?	th	grammar-or-spelling
7f31a912427859580476d967efafad432003278fa74f7b900ed72180fafdca6d	มด วนิดา ตันติวิทยาพิทักษ์ อดีตที่ปรึกษาสมัชชาคนจน ซึ่งเสียเสียชีวิตแล้วด้วยโรคมะเร็งในวัย ห้าสิบสอง ปี	th	grammar-or-spelling
8a8c335bcb69f59ce3a51f204eb0e114fa5850053f67dc3521c8fb86872e1719	ฉันเตือนนายแล้วใช่มั้ย	th	grammar-or-spelling
780ef21b0d578c11588b2c2475180aa7586cfd86c928fc47fa31f2de476e1974	ไม่มีการชดเชยความล้มเหลวในกระบวนการยุติธรรมหรือไม่?	th	grammar-or-spelling
7c89c854611538020b5d8b09faa8af9dec8e2abf9259a0b2707c13d06331c708	ตกลง คุณจะให้ฉันลาออกไหม?	th	grammar-or-spelling
982d09b3cac25b05b53c39c5e93f323a4e0d1b1eb6586e6ac7c9c5aadd3daaf9	พวกเขากำลังลงบนไดมา	th	grammar-or-spelling
88524f7921556cd4d8fb7505c98af796072f73b6bf73381779f93b991e550cdd	การขับรถประมาณเป็นสาเหตุของการตายมากมาย	th	grammar-or-spelling
995766ff657c1d07378605f30b42a82912c5e76a45fe323cf759ecb38c08ed78	'คุณเดาได้ไหมว่าทำไมผมถึงทำแบบนั้น' เขาพูดกับอลิส	th	grammar-or-spelling
a17515b6ea6e9f267ec4f236ecb9b6427193a7360d2db61a6fe62e7fa8a7ca78	คุณมาทำอะไรที่นี่?	th	grammar-or-spelling
97f5bc28c12eb5c0cd337391fd19a45d5c30a2239c8fb8c642e8519d968f59eb	คุณต้องการโยเกิร์ตรสชาติอะไรจากห้างสรรพสินค้าแห่งนี้?	th	grammar-or-spelling
a19436e3ac45fbb46aeb07eafcc1aeb7bd07a70859f6113ec6e1ac640f2b3c86	เราใกล้ถึงยัง? อลิสโพล่งออกมาในที่สุด	th	grammar-or-spelling
a2cde4661abfb4618e177d1687aeb0571eb7093dd8adaf482ae6f53760fb202e	วิธีนี้ห้ามใช้ในเด็กอายุต่ำกว่าหัาปี	th	grammar-or-spelling
730c8535cb8342836822e44f9aa8fa444571022ed8e92d6b32eb2a2c40ef214a	แสงไปในเมืองช่างสวยงามน่าจับตามอง	th	grammar-or-spelling
a4b9536e7204e2971a31658b58c3fe496804591af01627744f3c6ba2a4ccfea9	มันมีอะไรเกี่ยวข้อกับหัวขโมยอาหารนั้นอีกละ	th	grammar-or-spelling
88524f7921556cd4d8fb7505c98af796072f73b6bf73381779f93b991e550cdd	การขับรถประมาณเป็นสาเหตุของการตายมากมาย	th	grammar-or-spelling
80bed1d973f70157d3aacda40a6a3405814781bf73cff4b340c4ef2f67abec10	ระบบของเราจะเข้ารหัสและแฮรหัสผ่านของคุณเพื่อความปลอดภัย	th	grammar-or-spelling
a45a3a9805a25e2ebd8b9682d9a44801252475d3d27973fed837316058d02e6e	ในเวลาครึ่งชั่วโมงร่างก็พบว่าฉันแทบจำไม่ได้	th	grammar-or-spelling
a4b9536e7204e2971a31658b58c3fe496804591af01627744f3c6ba2a4ccfea9	มันมีอะไรเกี่ยวข้อกับหัวขโมยอาหารนั้นอีกละ	th	grammar-or-spelling
b1de3f402c98248e60eb07c92d0440cba3b866b36854dbffbe6b261211503380	เกิดอุทุกภัยขึ้นที่ทางจังหวัดภาคใต้	th	grammar-or-spelling
940e9e536d6b2701eace0d58a041e80f8205ec9a0da1ba7a267ad24903e1239a	คุณมีเวลาหนึ่งนาทีตรง	th	grammar-or-spelling
babe1b6a1b29a18d2e0a12d2c800ff0a23153144da9037af74e9891313dd199e	ขอให้จิตวิญาณคุณสงบสุข	th	grammar-or-spelling
880fb6ebf70ae32db35cf81d3e4af9f87da8aee89c02796edb67689b3b2ff44c	เขายืนของเพื่อนมา	th	grammar-or-spelling
a4b9536e7204e2971a31658b58c3fe496804591af01627744f3c6ba2a4ccfea9	มันมีอะไรเกี่ยวข้อกับหัวขโมยอาหารนั้นอีกละ	th	grammar-or-spelling
c53c56955642a066645709f2c8cad025e0cf9d6348eca18c90bc2889cf535821	ไม่นะ ท่าน แม่รี่ตอบกลับอย่างกระตือรือร้น	th	grammar-or-spelling
80bed1d973f70157d3aacda40a6a3405814781bf73cff4b340c4ef2f67abec10	ระบบของเราจะเข้ารหัสและแฮรหัสผ่านของคุณเพื่อความปลอดภัย	th	grammar-or-spelling
b1de3f402c98248e60eb07c92d0440cba3b866b36854dbffbe6b261211503380	เกิดอุทุกภัยขึ้นที่ทางจังหวัดภาคใต้	th	grammar-or-spelling
b10821ddcc8432fda274344cd048e04421254a192684fdaadfadd98933422830	ฉันไม่สามารถยอมรับได้ว่าฉันเข้าทุกสิ่งทุกอย่าง	th	grammar-or-spelling
c45634a1e37089aedd16117dc756488116b17d3654b8bdc9bb09370ed19ff9ac	ชีวิตของบักบันจี้จั้มป์นั้นห้อยอยู่บนเชือกในความหมายที่แท้จริงของคำ	th	grammar-or-spelling
80bed1d973f70157d3aacda40a6a3405814781bf73cff4b340c4ef2f67abec10	ระบบของเราจะเข้ารหัสและแฮรหัสผ่านของคุณเพื่อความปลอดภัย	th	grammar-or-spelling
b10821ddcc8432fda274344cd048e04421254a192684fdaadfadd98933422830	ฉันไม่สามารถยอมรับได้ว่าฉันเข้าทุกสิ่งทุกอย่าง	th	grammar-or-spelling
bacf2161c9904ad0089367ee07dc8f742a05231804d086d3396b39a46faee600	ถ้าสุนักออกไป อารมณ์ของมันจะยังคงอยู่! 'ราชินีร้องอุทานอย่างมีชัย	th	grammar-or-spelling
d3dcb9c246b9fa8c8ccbc8e08cd89e575b4a1b02800b7a5ebfda7f4ec59fb0cd	เราจะรู้ได้อย่างเราว่าพวกเขาเห็นบ้านเขา	th	grammar-or-spelling
cd0af0959396c90360bb3fc1a8feb009d5cd754f1dbc34afc09cfb4ea7f408db	เขาไม่ได้เกลี้ยกล่อมเธอด้วยคำพูดของเขา แต่ด้วยข้อความอ่อนเกินนั่นคือเคล็ดลับ	th	grammar-or-spelling
a4b9536e7204e2971a31658b58c3fe496804591af01627744f3c6ba2a4ccfea9	มันมีอะไรเกี่ยวข้อกับหัวขโมยอาหารนั้นอีกละ	th	grammar-or-spelling
c45634a1e37089aedd16117dc756488116b17d3654b8bdc9bb09370ed19ff9ac	ชีวิตของบักบันจี้จั้มป์นั้นห้อยอยู่บนเชือกในความหมายที่แท้จริงของคำ	th	grammar-or-spelling
d3dcb9c246b9fa8c8ccbc8e08cd89e575b4a1b02800b7a5ebfda7f4ec59fb0cd	เราจะรู้ได้อย่างเราว่าพวกเขาเห็นบ้านเขา	th	grammar-or-spelling
b1de3f402c98248e60eb07c92d0440cba3b866b36854dbffbe6b261211503380	เกิดอุทุกภัยขึ้นที่ทางจังหวัดภาคใต้	th	grammar-or-spelling
d7a7ffb85b8948b586aead36162d9f4df42212bb7459327ee51d414601af3d94	ภายในไม่กี่หลาช่วยและชีวิต	th	grammar-or-spelling
db4c1be2c86b67a6ec8f3f6991b84d6dfcf8b9dd3d08bf16e4028354c673c6b6	เธอไม่เกรงกลัวฉันใช่มั้ย ทอม	th	grammar-or-spelling
db5fa96261f0fe93d6953ed14b76ce57191c5b7bf5cad910d11c2cc4d1ada67a	ฉันไม่ได้เข้าสู่วิชากายวิภาคศาสตร์มากแค่ไหน	th	grammar-or-spelling
d69619993b96f34ff975cdadf1cc8cb5d6454790aae7ce405a9cb12df181178b	ทุเรียนเป็นผลไม้ขึ้นชื่อของไทย	th	grammar-or-spelling
d7a7ffb85b8948b586aead36162d9f4df42212bb7459327ee51d414601af3d94	ภายในไม่กี่หลาช่วยและชีวิต	th	grammar-or-spelling
de73e2d6ce727ce34b40bfa4ddbe9908f906ede231435874044bccd217efc8a3	เขาซื้อจานทองเหลือใส่คลิปพร้อมปากกาทอง	th	grammar-or-spelling
a4b9536e7204e2971a31658b58c3fe496804591af01627744f3c6ba2a4ccfea9	มันมีอะไรเกี่ยวข้อกับหัวขโมยอาหารนั้นอีกละ	th	grammar-or-spelling
cddbc9d3c8ca4776b35bd4cd6162224bd8b2f339d24e9c3537e9aa63f098a24b	ฉันรู้สึกหลงใหลกับการแกะสลักไม้ที่มีความสลับซ้บซ้อน	th	grammar-or-spelling
d8760222cf6951f58dfb77ee93b0d79d72ca8d991e8e3a0bc2124fea58c186a2	อาหารที่โรงอาหารไม่อร่อยเลยคะ	th	grammar-or-spelling
8003e91b8157b79e38c1f8d91b7aa06715dfce48d3e1c71a482032eeddb0a1fa	เพื่อนเอ๋ย เขาจะมีเงินเป็นตัวเองแล้ว	th	grammar-or-spelling
d7a7ffb85b8948b586aead36162d9f4df42212bb7459327ee51d414601af3d94	ภายในไม่กี่หลาช่วยและชีวิต	th	grammar-or-spelling
bacf2161c9904ad0089367ee07dc8f742a05231804d086d3396b39a46faee600	ถ้าสุนักออกไป อารมณ์ของมันจะยังคงอยู่! 'ราชินีร้องอุทานอย่างมีชัย	th	grammar-or-spelling
977410574f27a545d4580ec37f5ae10ce83560a34876494993bd9349c89176a3	โรงเรียนมัธยมหลายแหล่งในสิงค์โปร์ได้เปิดหลักสูตรกิจกรรมภาคพิเศษ	th	grammar-or-spelling
e41f7abb5ef7641c53348892cdfe0f5c97001a92e8ac02c81a419b574b985da1	คุณไม่ควรเข้าไปยุ่งกับไข่คน	th	"text to speack!"?????????????? Google
d5ad4f8d8ef7c50ad0831280e30e93b7fb7e9d3eca68d6b66ab8ddb85d27db4e	เพื่อที่จะเริ่มต้นรถคุณจะต้องนำไปสู่การกระโดด	th	grammar-or-spelling
d1e6772a9444170cd10759394fa1eaaafe521b2bcb0c422ae863520858e7c0ff	แก้ศัตรูทั้งหมดที่อยู่เบื้องหลังเครื่องกีดขวางด้วยเนชันของคุณ	th	grammar-or-spelling
a4b9536e7204e2971a31658b58c3fe496804591af01627744f3c6ba2a4ccfea9	มันมีอะไรเกี่ยวข้อกับหัวขโมยอาหารนั้นอีกละ	th	grammar-or-spelling
d8760222cf6951f58dfb77ee93b0d79d72ca8d991e8e3a0bc2124fea58c186a2	อาหารที่โรงอาหารไม่อร่อยเลยคะ	th	grammar-or-spelling
edc718a16ce361f06fd49f1c3142451e671dcfbf086182be19d66c9f864bfdf0	แพทช์ใหม่น้อยกว่าการเก่า แต่ยังคงทำให้การถดถอย	th	grammar-or-spelling
14724412c702949952b0eaee3a16bcc60400cb974480fdfcaed5a95f2971d340	คณะลูกขุนมีความหวังออีกครั้ง	th	grammar-or-spelling
03da608ab244d9380edd09b1679b8adc436d5cedf4189e7b54b845e28426c0bf	ฉันกำลังแยกอีเมล์ขยะอยู่	th	grammar-or-spelling
1dcf4feb40e48351abf11db285b211a76a40993fa19f9d9b5dae59e8fc89ba3f	วิชาปรัขญาเป็นวิชาที่ฉันชอบ	th	grammar-or-spelling
05b4635073d3fa71fa03723eff49e6b8b99036be74a224e0e1050312b740f7e5	เขาดูเหมือนกุ๋ย เพราะเขาเคยซื้อเสื้อไหมพรมแบบไร้แขนที่งานลดราคา	th	grammar-or-spelling
19b1890ae3214180f00b720df1a5b0da7f8aa6311489b89b26a60b19b7312c74	คุณมีวิธีการแยกความแตกต่างระหว่างรถบัสกับรถโค้ชอย่าไงร ?	th	grammar-or-spelling
3e8711eea33a74192c3d40ee3806b4f4e723292e2cb34af60d4a5f65a3339785	เขารู้สึกถึงพลังของนักแสดงหญิงผู้ยิงใหญ่	th	grammar-or-spelling
05b4635073d3fa71fa03723eff49e6b8b99036be74a224e0e1050312b740f7e5	เขาดูเหมือนกุ๋ย เพราะเขาเคยซื้อเสื้อไหมพรมแบบไร้แขนที่งานลดราคา	th	grammar-or-spelling
3d711d39058c102b01e5463c99ca2924027f3a7d279cd7ffc1a8a984c7e3862b	ฉันกล้าหาญขนาดไหนที่ออกไปเผขิญหน้ากับมันในวันแรก	th	grammar-or-spelling
19461d97d4348772ca51470db8e3ac87b5860bb4ac77021e9491c0fa7d0f49af	มีสัตว์เลื้อยคบานหลายชนิด	th	grammar-or-spelling
1af220b8b3bd74a7b81dc37cacc177763b95c6fdf0cf4babb01bffb6e101fdc1	ที่โรงเรียนเด็กเล็กก่อนมาที่นี่	th	grammar-or-spelling
1dcf4feb40e48351abf11db285b211a76a40993fa19f9d9b5dae59e8fc89ba3f	วิชาปรัขญาเป็นวิชาที่ฉันชอบ	th	grammar-or-spelling
47334d8d87c421a07fbd4987d70299b53ae7e0f7673178dbb13bca09d3be97a6	ฉันถูกขังคุกในข้อหาข่มขู่ผู้ชักชวง	th	grammar-or-spelling
4b53324b508a23ed8b6dc8ec5e48c106250b99ffdaad32911d0ff90d43a50605	ถ้าไม่ ก็ไปบอกกับผู้ภวนาของเราแล้วก็ไปนอนกัน	th	grammar-or-spelling
41e5e203282f2d07a4e11a7dd9b09b35db305d53b1c1145840ceec6633396879	พวกแน่ใจว่าสงครามมีครั้งเดียวก็เกินพอ	th	grammar-or-spelling
19461d97d4348772ca51470db8e3ac87b5860bb4ac77021e9491c0fa7d0f49af	มีสัตว์เลื้อยคบานหลายชนิด	th	grammar-or-spelling
16b08ddd081b91eed9b2664a03b6580d6b58750aef2ae81ff82893c8fca9b61c	การดูพระอาิตย์ตกที่ชายหาดของอาร์เจนตินาดูมหัศจรรย์และน่าประทับใจมากขึ้น	th	grammar-or-spelling
069569246dc3d87d4e52f969e2b32ac2e4fb62967bde55209bea7c461ddb9308	ถอนต้นกุหลานที่ไม่มีใบ	th	grammar-or-spelling
04fb892c3cbc0df4e766c9e62e0e979817c88444facd3b1f25d4efb649a90f27	เด็กนักเรียนพวกนั้นแบกความสนุกสนามและพลังงานด้านบวก	th	grammar-or-spelling
069569246dc3d87d4e52f969e2b32ac2e4fb62967bde55209bea7c461ddb9308	ถอนต้นกุหลานที่ไม่มีใบ	th	grammar-or-spelling
66e587649618a6b40d27ca9e50f3d7eb0d8b7c4e0810c57b56fa12356d20127f	เราไปล่องแพที่สวิตเซอร์แลนด์และเล่นสกีอัลไพน์ที่ออสเตรียมในฤดูใบไม้ผลินี้	th	grammar-or-spelling
16b08ddd081b91eed9b2664a03b6580d6b58750aef2ae81ff82893c8fca9b61c	การดูพระอาิตย์ตกที่ชายหาดของอาร์เจนตินาดูมหัศจรรย์และน่าประทับใจมากขึ้น	th	grammar-or-spelling
